,car_type,firm,area,km,cost,year of prudaction,time of ad
780,משאיות,רנו - מידלום 280+מנוף פאסי 235+פרק,רמת גן - גבעתיים,100000,"270,000 ₪",2015,9 ימים 
781,משאיות,מאן - TGM 15 250BB,עכו - נהריה,375000,"65,000 ₪",2010,9 ימים 
782,משאיות,מיצובישי - פוסו,רעננה - כפר סבא,60000,"200,000 ₪",2016,9 ימים 
783,משאיות,איווקו - 65c18d,מושבים בשרון,334483,"30,000 ₪",2008,9 ימים 
784,משאיות,וולוו - Fh 460 EURO 6,מושבים בצפון,123456789,"1,000 ₪",2018,9 ימים 
785,משאיות,איווקו - 40c13 רישיון ב,גליל ועמקים,120000,"40,000 ₪",2001,9 ימים 
786,משאיות,מאן - Tgs26360,באר שבע והסביבה,630000,"130,000 ₪",2014,9 ימים 
787,משאיות,איסוזו - ,קריות,390000,"95,000 ₪",2014,9 ימים 
788,משאיות,סקניה - 360,רמת השרון - הרצליה,200000,"90,000 ₪",2001,9 ימים 
789,משאיות,מאן - ,באר שבע והסביבה,400000,לא צויין,2009,9 ימים 
790,משאיות,מיצובישי - קנטר,גדרה יבנה והסביבה,500000,"27,000 ₪",2015,9 ימים 
791,משאיות,פיג’ו - בוקסר ארוך גבוה  דיזל,חולון - בת ים,109000,"70,000 ₪",2015,9 ימים 
792,משאיות,איסוזו - NPR75,רעננה - כפר סבא,200000,"110,000 ₪",2013,9 ימים 
793,משאיות,איסוזו - סומו 7.5,אשדוד - אשקלון,177000,"142,000 ₪",2018,9 ימים 
794,משאיות,פולקסווגן - Lt46,קריות,330000,"30,000 ₪",2006,9 ימים 
795,משאיות,פורד - S4U,באר שבע והסביבה,12100,לא צויין,2017,9 ימים 
796,משאיות,שברולט - סילברדו,רעננה - כפר סבא,226500,"97,100 ₪",2017,9 ימים 
797,משאיות,דאף - 45.180,כרמיאל והסביבה,560000,"68,000 ₪",2008,9 ימים 
798,משאיות,מיצובישי - Canter,אשדוד - אשקלון,226000,"65,000 ₪",2010,9 ימים 
799,משאיות,וולוו - FH6*4,אשדוד - אשקלון,430000,לא צויין,2012,9 ימים 
